,model_id,model,d_model,e_layers,seq_len,pred_len,c_out,batch_size,buffer_size,lr,sample_type,eq,edq,ep
518,itf_dm48_el1_sl10_pl8_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,10,8,4,32,500,0.001,log,1.3097831848975499e-05,-6.137857559105437e-05,0.0005486210190537445
1082,itf_dm48_el1_sl40_pl8_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,40,8,4,64,200,0.001,log,1.2984685557456245e-05,-6.379780993054319e-05,0.0005488384595928206
762,itf_dm48_el1_sl20_pl3_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,20,3,4,64,4000,0.001,log,1.3109330695511095e-05,-6.200151463972873e-05,0.0005495394031418784
88,itf_dm48_el1_sl5_pl1_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,5,1,4,64,4000,0.05,log,8.930478560923675e-06,-6.565721247584399e-05,0.0005496770554158785
542,itf_dm48_el1_sl10_pl8_co4_bs128_bfs1000_lr0.001_stlog,itf,48,1,10,8,4,128,1000,0.001,log,1.3319646386786787e-05,-5.3895412933545415e-05,0.0005505695442260852
252,itf_dm48_el1_sl5_pl8_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,5,8,4,128,1000,0.05,log,1.2276814495144049e-05,-5.9364706119335864e-05,0.0005512479537618347
902,itf_dm48_el1_sl40_pl1_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,40,1,4,32,500,0.001,log,1.3470270104758023e-05,-6.269929117435876e-05,0.0005512993069043655
1094,itf_dm48_el1_sl40_pl8_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,40,8,4,32,500,0.001,log,1.3108283833768077e-05,-6.665864335736417e-05,0.0005516810082418957
72,itf_dm48_el1_sl5_pl1_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,5,1,4,64,2000,0.05,log,9.855189569774991e-06,-6.646442652780528e-05,0.0005518136993147039
750,itf_dm48_el1_sl20_pl3_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,20,3,4,128,2000,0.001,log,1.394049125266007e-05,-5.9972828921066486e-05,0.0005521475388553748
277,itf_dm48_el1_sl5_pl8_co4_bs32_bfs4000_lr0.01_stlog,itf,48,1,5,8,4,32,4000,0.01,log,1.2316655154655687e-05,-6.248587278812187e-05,0.0005522906821438868
732,itf_dm48_el1_sl20_pl3_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,20,3,4,128,1000,0.05,log,1.187967216583017e-05,-6.170205610264408e-05,0.0005523259001655884
1122,itf_dm48_el1_sl40_pl8_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,40,8,4,16,2000,0.001,log,1.3767536599184173e-05,-5.953587022860217e-05,0.0005524371599527838
76,itf_dm48_el1_sl5_pl1_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,5,1,4,128,2000,0.05,log,1.2869689727324342e-05,-6.0144577106303106e-05,0.0005524610039151235
865,itf_dm48_el1_sl40_pl1_co4_bs16_bfs128_lr0.01_stlog,itf,48,1,40,1,4,16,128,0.01,log,1.2400749085724524e-05,-6.518234998394244e-05,0.0005524944766722746
230,itf_dm48_el1_sl5_pl8_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,5,8,4,32,500,0.001,log,1.3227371697123263e-05,-6.515346142429426e-05,0.0005525190632862648
84,itf_dm48_el1_sl5_pl1_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,5,1,4,32,4000,0.05,log,8.663612185810842e-06,-6.658530996116012e-05,0.0005532201747533063
578,itf_dm48_el1_sl20_pl1_co4_bs16_bfs128_lr0.001_stlog,itf,48,1,20,1,4,16,128,0.001,log,1.2900718937823542e-05,-6.287327100767482e-05,0.0005540402723603761
54,itf_dm48_el1_sl5_pl1_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,5,1,4,32,1000,0.001,log,1.337778998331847e-05,-6.549541242716408e-05,0.0005545118276812133
314,itf_dm48_el1_sl10_pl1_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,10,1,4,64,200,0.001,log,1.3485268223874464e-05,-6.700160266557469e-05,0.0005547907695298981
61,itf_dm48_el1_sl5_pl1_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,5,1,4,128,1000,0.01,log,1.3169719712904557e-05,-6.528656296898036e-05,0.0005553592749897144
318,itf_dm48_el1_sl10_pl1_co4_bs128_bfs200_lr0.001_stlog,itf,48,1,10,1,4,128,200,0.001,log,1.2469286207394839e-05,-5.56145635495736e-05,0.0005555689831869705
990,itf_dm48_el1_sl40_pl3_co4_bs128_bfs200_lr0.001_stlog,itf,48,1,40,3,4,128,200,0.001,log,1.3388269428183351e-05,-5.698697237134943e-05,0.0005558186202166157
933,itf_dm48_el1_sl40_pl1_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,40,1,4,32,2000,0.01,log,1.2398445432385962e-05,-6.71801560957249e-05,0.0005564440818454253
276,itf_dm48_el1_sl5_pl8_co4_bs32_bfs4000_lr0.05_stlog,itf,48,1,5,8,4,32,4000,0.05,log,7.287909372804462e-06,-6.359582625231619e-05,0.0005568799743216731
393,itf_dm48_el1_sl10_pl3_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,10,3,4,64,128,0.01,log,1.2524075484404837e-05,-6.656089145653903e-05,0.0005573181861036476
562,itf_dm48_el1_sl10_pl8_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,10,8,4,16,4000,0.001,log,1.3104267906226448e-05,-6.525751085590878e-05,0.000557486761619505
218,itf_dm48_el1_sl5_pl8_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,5,8,4,64,200,0.001,log,1.267346156733171e-05,-6.649687137398348e-05,0.0005578236562779291
13,itf_dm48_el1_sl5_pl1_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,5,1,4,128,128,0.01,log,1.2363104861706602e-05,-6.501340604474909e-05,0.0005581088356990284
205,itf_dm48_el1_sl5_pl8_co4_bs128_bfs128_lr0.01_stlog,itf,48,1,5,8,4,128,128,0.01,log,1.2707807691702893e-05,-6.200386585598601e-05,0.0005581123403307851
105,itf_dm48_el1_sl5_pl3_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,5,3,4,64,128,0.01,log,1.2130481141586975e-05,-6.636926972518201e-05,0.0005584689023622725
134,itf_dm48_el1_sl5_pl3_co4_bs32_bfs500_lr0.001_stlog,itf,48,1,5,3,4,32,500,0.001,log,1.3360370674815082e-05,-6.311160942621113e-05,0.0005585168718911905
454,itf_dm48_el1_sl10_pl3_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,10,3,4,32,2000,0.001,log,1.3428627730582203e-05,-6.74705546568127e-05,0.0005586939946232144
1062,itf_dm48_el1_sl40_pl8_co4_bs32_bfs128_lr0.001_stlog,itf,48,1,40,8,4,32,128,0.001,log,1.2706572318718157e-05,-5.8986518143845125e-05,0.0005587613602288255
156,itf_dm48_el1_sl5_pl3_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,5,3,4,128,1000,0.05,log,1.1145982987444917e-05,-6.302513436266984e-05,0.0005588941064403661
730,itf_dm48_el1_sl20_pl3_co4_bs64_bfs1000_lr0.001_stlog,itf,48,1,20,3,4,64,1000,0.001,log,1.2714910552962173e-05,-6.765983583489898e-05,0.0005600166354149648
394,itf_dm48_el1_sl10_pl3_co4_bs64_bfs128_lr0.001_stlog,itf,48,1,10,3,4,64,128,0.001,log,1.2825999357024814e-05,-6.173231399494343e-05,0.0005600882488173806
1000,itf_dm48_el1_sl40_pl3_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,40,3,4,64,500,0.05,log,1.1800969242676586e-05,-7.022051984349655e-05,0.000560164337565945
264,itf_dm48_el1_sl5_pl8_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,5,8,4,64,2000,0.05,log,1.0471945103071882e-05,-6.898248962158328e-05,0.0005611522741989275
780,itf_dm48_el1_sl20_pl8_co4_bs128_bfs128_lr0.05_stlog,itf,48,1,20,8,4,128,128,0.05,log,1.206961982087477e-05,-6.056306477392236e-05,0.0005612512762867033
742,itf_dm48_el1_sl20_pl3_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,20,3,4,32,2000,0.001,log,1.3045290394588633e-05,-6.721396164789976e-05,0.0005615381583938794
1,itf_dm48_el1_sl5_pl1_co4_bs16_bfs128_lr0.01_stlog,itf,48,1,5,1,4,16,128,0.01,log,1.163912532987693e-05,-6.746204585164964e-05,0.0005623425485355663
90,itf_dm48_el1_sl5_pl1_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,5,1,4,64,4000,0.001,log,1.2984788078753903e-05,-6.992589854498514e-05,0.0005624431246766735
1132,itf_dm48_el1_sl40_pl8_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,40,8,4,128,2000,0.05,log,1.2701114305394088e-05,-6.327411719124097e-05,0.0005630459410334698
541,itf_dm48_el1_sl10_pl8_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,10,8,4,128,1000,0.01,log,1.3240543545607207e-05,-6.505585160380967e-05,0.0005632727417750707
136,itf_dm48_el1_sl5_pl3_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,5,3,4,64,500,0.05,log,1.1864192611451304e-05,-6.856487035633097e-05,0.0005633035546729621
317,itf_dm48_el1_sl10_pl1_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,10,1,4,128,200,0.01,log,1.3024986694665198e-05,-6.715444628404904e-05,0.0005633706455231825
1142,itf_dm48_el1_sl40_pl8_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,40,8,4,32,4000,0.001,log,1.33523145527364e-05,-6.710982916899874e-05,0.0005634180442171552
552,itf_dm48_el1_sl10_pl8_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,10,8,4,64,2000,0.05,log,1.1755499167484377e-05,-6.643341074742464e-05,0.0005647815129121724
854,itf_dm48_el1_sl20_pl8_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,20,8,4,32,4000,0.001,log,1.2703007327738707e-05,-6.856378170169014e-05,0.0005650041039759418
557,itf_dm48_el1_sl10_pl8_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,10,8,4,128,2000,0.01,log,1.3048359075851397e-05,-6.796909080516132e-05,0.0005650927287311672
186,itf_dm48_el1_sl5_pl3_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,5,3,4,64,4000,0.001,log,1.2412792450072253e-05,-6.997743953630117e-05,0.0005651752506626956
904,itf_dm48_el1_sl40_pl1_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,40,1,4,64,500,0.05,log,1.2191111295588297e-05,-7.028696029507927e-05,0.0005656375094853578
658,itf_dm48_el1_sl20_pl1_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,20,1,4,16,4000,0.001,log,1.3273123140690522e-05,-6.784938832077965e-05,0.0005657015105962191
709,itf_dm48_el1_sl20_pl3_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,20,3,4,32,500,0.01,log,1.2804116954772684e-05,-6.962094883548051e-05,0.0005661181495058605
66,itf_dm48_el1_sl5_pl1_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,5,1,4,16,2000,0.001,log,1.312442879675298e-05,-7.117281702212356e-05,0.0005662996502016778
82,itf_dm48_el1_sl5_pl1_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,5,1,4,16,4000,0.001,log,1.3314938907087496e-05,-6.859152576097925e-05,0.000566432658992835
332,itf_dm48_el1_sl10_pl1_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,10,1,4,128,500,0.05,log,1.2036246168650234e-05,-6.953593048864091e-05,0.000567021644335434
1010,itf_dm48_el1_sl40_pl3_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,40,3,4,16,1000,0.001,log,1.2732648159097845e-05,-6.873468415562927e-05,0.0005670590758464363
268,itf_dm48_el1_sl5_pl8_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,5,8,4,128,2000,0.05,log,1.174666737180309e-05,-6.53448640928157e-05,0.0005671991631022552
808,itf_dm48_el1_sl20_pl8_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,20,8,4,64,500,0.05,log,1.240657110047731e-05,-6.856201209757933e-05,0.0005674350523558154
733,itf_dm48_el1_sl20_pl3_co4_bs128_bfs1000_lr0.01_stlog,itf,48,1,20,3,4,128,1000,0.01,log,1.2599594295972533e-05,-7.012828778634426e-05,0.0005677825460084871
610,itf_dm48_el1_sl20_pl1_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,20,1,4,16,500,0.001,log,1.305833352918521e-05,-7.075248702626121e-05,0.0005677847384153634
380,itf_dm48_el1_sl10_pl1_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,10,1,4,128,4000,0.05,log,1.2388644344247992e-05,-6.340802065178631e-05,0.0005679353817434395
274,itf_dm48_el1_sl5_pl8_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,5,8,4,16,4000,0.001,log,1.3325024844118908e-05,-7.184507033067365e-05,0.0005683386462132999
466,itf_dm48_el1_sl10_pl3_co4_bs16_bfs4000_lr0.001_stlog,itf,48,1,10,3,4,16,4000,0.001,log,1.3042450350969463e-05,-6.88760871599952e-05,0.0005686308613353227
534,itf_dm48_el1_sl10_pl8_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,10,8,4,32,1000,0.001,log,1.2593204749224444e-05,-6.853828715174893e-05,0.000568751453898571
1128,itf_dm48_el1_sl40_pl8_co4_bs64_bfs2000_lr0.05_stlog,itf,48,1,40,8,4,64,2000,0.05,log,1.2579794587785518e-05,-6.955517267280206e-05,0.0005696234082007716
470,itf_dm48_el1_sl10_pl3_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,10,3,4,32,4000,0.001,log,1.403718862780153e-05,-6.86343860770394e-05,0.0005697959113120525
962,itf_dm48_el1_sl40_pl3_co4_bs16_bfs128_lr0.001_stlog,itf,48,1,40,3,4,16,128,0.001,log,1.259651723570606e-05,-7.021042682016148e-05,0.0005699757143179801
585,itf_dm48_el1_sl20_pl1_co4_bs64_bfs128_lr0.01_stlog,itf,48,1,20,1,4,64,128,0.01,log,1.1852966680454943e-05,-7.222804852004359e-05,0.0005700442354170616
825,itf_dm48_el1_sl20_pl8_co4_bs64_bfs1000_lr0.01_stlog,itf,48,1,20,8,4,64,1000,0.01,log,1.2972978531443954e-05,-7.174472089501501e-05,0.0005701019242310564
1116,itf_dm48_el1_sl40_pl8_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,40,8,4,128,1000,0.05,log,1.1637971334744351e-05,-6.614041938362127e-05,0.0005701604450212847
810,itf_dm48_el1_sl20_pl8_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,20,8,4,64,500,0.001,log,1.3037626426849226e-05,-7.076277640330909e-05,0.0005712085816016001
14,itf_dm48_el1_sl5_pl1_co4_bs128_bfs128_lr0.001_stlog,itf,48,1,5,1,4,128,128,0.001,log,1.2828466244320922e-05,-7.13595206465762e-05,0.0005714507736171142
150,itf_dm48_el1_sl5_pl3_co4_bs32_bfs1000_lr0.001_stlog,itf,48,1,5,3,4,32,1000,0.001,log,1.2829100228726748e-05,-7.4226525909926e-05,0.000571862559611095
521,itf_dm48_el1_sl10_pl8_co4_bs64_bfs500_lr0.01_stlog,itf,48,1,10,8,4,64,500,0.01,log,1.3132124166253514e-05,-7.254896500448948e-05,0.0005721155580033951
620,itf_dm48_el1_sl20_pl1_co4_bs128_bfs500_lr0.05_stlog,itf,48,1,20,1,4,128,500,0.05,log,1.2338658070339353e-05,-6.752145242479822e-05,0.0005722846754324589
666,itf_dm48_el1_sl20_pl1_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,20,1,4,64,4000,0.001,log,1.3339422243573021e-05,-7.237021128374309e-05,0.0005724954141307219
49,itf_dm48_el1_sl5_pl1_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,5,1,4,16,1000,0.01,log,1.169007780108211e-05,-7.178799997368483e-05,0.0005736882269784932
550,itf_dm48_el1_sl10_pl8_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,10,8,4,32,2000,0.001,log,1.2803499323587068e-05,-7.17369714536213e-05,0.0005740825035994698
476,itf_dm48_el1_sl10_pl3_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,10,3,4,128,4000,0.05,log,1.2332949861112335e-05,-6.958530578135775e-05,0.0005743217988358839
21,itf_dm48_el1_sl5_pl1_co4_bs32_bfs200_lr0.01_stlog,itf,48,1,5,1,4,32,200,0.01,log,1.1109967059154467e-05,-7.245191767471862e-05,0.0005746593973320567
950,itf_dm48_el1_sl40_pl1_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,40,1,4,32,4000,0.001,log,1.395405165131923e-05,-7.020205031329314e-05,0.0005749335872607025
56,itf_dm48_el1_sl5_pl1_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,5,1,4,64,1000,0.05,log,1.1913333054765034e-05,-7.453642941431969e-05,0.0005752748769323441
753,itf_dm48_el1_sl20_pl3_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,20,3,4,16,4000,0.01,log,1.1422944982103663e-05,-7.217226886138423e-05,0.0005753613477503098
165,itf_dm48_el1_sl5_pl3_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,5,3,4,32,2000,0.01,log,1.1307711566347787e-05,-7.046310845634004e-05,0.0005754158558203685
618,itf_dm48_el1_sl20_pl1_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,20,1,4,64,500,0.001,log,1.2962067035801974e-05,-7.046915886827453e-05,0.0005757301638093024
712,itf_dm48_el1_sl20_pl3_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,20,3,4,64,500,0.05,log,1.2137960004917855e-05,-7.330796656479857e-05,0.000575979161280297
836,itf_dm48_el1_sl20_pl8_co4_bs32_bfs2000_lr0.05_stlog,itf,48,1,20,8,4,32,2000,0.05,log,1.2111392232725879e-05,-7.439429624003617e-05,0.0005760938579514565
248,itf_dm48_el1_sl5_pl8_co4_bs64_bfs1000_lr0.05_stlog,itf,48,1,5,8,4,64,1000,0.05,log,1.1844826713522296e-05,-7.276707278793589e-05,0.0005761712433253412
348,itf_dm48_el1_sl10_pl1_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,10,1,4,128,1000,0.05,log,1.2045675872383204e-05,-7.243180895825582e-05,0.0005763074684352663
328,itf_dm48_el1_sl10_pl1_co4_bs64_bfs500_lr0.05_stlog,itf,48,1,10,1,4,64,500,0.05,log,1.225763977483115e-05,-7.82375859812094e-05,0.0005768971106774359
657,itf_dm48_el1_sl20_pl1_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,20,1,4,16,4000,0.01,log,1.1566037024825389e-05,-7.195007120521695e-05,0.0005777808775254365
988,itf_dm48_el1_sl40_pl3_co4_bs128_bfs200_lr0.05_stlog,itf,48,1,40,3,4,128,200,0.05,log,1.2453855645810658e-05,-6.751824674368703e-05,0.0005780896434849043
166,itf_dm48_el1_sl5_pl3_co4_bs32_bfs2000_lr0.001_stlog,itf,48,1,5,3,4,32,2000,0.001,log,1.3527870159510359e-05,-7.50787707122589e-05,0.0005785078611079367
92,itf_dm48_el1_sl5_pl1_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,5,1,4,128,4000,0.05,log,1.226346104943153e-05,-7.281169536189252e-05,0.0005787371921476912
690,itf_dm48_el1_sl20_pl3_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,20,3,4,16,200,0.001,log,1.2981261091534965e-05,-7.47098553361119e-05,0.0005792219163567714
1102,itf_dm48_el1_sl40_pl8_co4_bs128_bfs500_lr0.001_stlog,itf,48,1,40,8,4,128,500,0.001,log,1.352769798510699e-05,-5.7545100001614186e-05,0.0005798668078217644
724,itf_dm48_el1_sl20_pl3_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,20,3,4,32,1000,0.05,log,1.2416256364686706e-05,-7.463126140179379e-05,0.0005805499432045388
353,itf_dm48_el1_sl10_pl1_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,10,1,4,16,2000,0.01,log,1.0805757134103964e-05,-7.426398247885888e-05,0.0005812377697393496
821,itf_dm48_el1_sl20_pl8_co4_bs32_bfs1000_lr0.01_stlog,itf,48,1,20,8,4,32,1000,0.01,log,1.29760949329738e-05,-7.251481508130852e-05,0.0005826600252219696
636,itf_dm48_el1_sl20_pl1_co4_bs128_bfs1000_lr0.05_stlog,itf,48,1,20,1,4,128,1000,0.05,log,1.235439420975491e-05,-7.521589301904023e-05,0.0005833335287888632
554,itf_dm48_el1_sl10_pl8_co4_bs64_bfs2000_lr0.001_stlog,itf,48,1,10,8,4,64,2000,0.001,log,1.2776306018740012e-05,-7.495286810589672e-05,0.0005842088211632138
898,itf_dm48_el1_sl40_pl1_co4_bs16_bfs500_lr0.001_stlog,itf,48,1,40,1,4,16,500,0.001,log,1.316227809779549e-05,-7.793436592682616e-05,0.0005844423219866504
461,itf_dm48_el1_sl10_pl3_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,10,3,4,128,2000,0.01,log,1.2482930937144125e-05,-7.390385984454642e-05,0.0005847788824838971
797,itf_dm48_el1_sl20_pl8_co4_bs128_bfs200_lr0.01_stlog,itf,48,1,20,8,4,128,200,0.01,log,1.3091871625170437e-05,-7.098832493927397e-05,0.0005848599944817768
26,itf_dm48_el1_sl5_pl1_co4_bs64_bfs200_lr0.001_stlog,itf,48,1,5,1,4,64,200,0.001,log,1.3143187764727126e-05,-7.705795147275405e-05,0.0005858499272739769
228,itf_dm48_el1_sl5_pl8_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,5,8,4,32,500,0.05,log,1.1423420447035683e-05,-7.898856050414039e-05,0.0005865189899223863
766,itf_dm48_el1_sl20_pl3_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,20,3,4,128,4000,0.001,log,1.394874709724302e-05,-7.18214350814211e-05,0.0005873193864544221
570,itf_dm48_el1_sl10_pl8_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,10,8,4,64,4000,0.001,log,1.3048126635898207e-05,-7.764111449135502e-05,0.0005886398736955203
860,itf_dm48_el1_sl20_pl8_co4_bs128_bfs4000_lr0.05_stlog,itf,48,1,20,8,4,128,4000,0.05,log,1.1709677804464891e-05,-8.034486140906776e-05,0.0005888811739034145
845,itf_dm48_el1_sl20_pl8_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,20,8,4,128,2000,0.01,log,1.2534204117197834e-05,-7.48671308875978e-05,0.0005892982585270598
45,itf_dm48_el1_sl5_pl1_co4_bs128_bfs500_lr0.01_stlog,itf,48,1,5,1,4,128,500,0.01,log,1.3321764195954513e-05,-7.986639436330508e-05,0.0005900592411808784
449,itf_dm48_el1_sl10_pl3_co4_bs16_bfs2000_lr0.01_stlog,itf,48,1,10,3,4,16,2000,0.01,log,1.2318717347891415e-05,-7.976891983495346e-05,0.000590265758603471
786,itf_dm48_el1_sl20_pl8_co4_bs16_bfs200_lr0.001_stlog,itf,48,1,20,8,4,16,200,0.001,log,1.2021111993419664e-05,-7.091253210092822e-05,0.0005902916467502448
738,itf_dm48_el1_sl20_pl3_co4_bs16_bfs2000_lr0.001_stlog,itf,48,1,20,3,4,16,2000,0.001,log,1.3337817369308343e-05,-8.109472663298629e-05,0.0005906181284210353
189,itf_dm48_el1_sl5_pl3_co4_bs128_bfs4000_lr0.01_stlog,itf,48,1,5,3,4,128,4000,0.01,log,1.3728678174827942e-05,-7.780303323027832e-05,0.0005907648563168538
940,itf_dm48_el1_sl40_pl1_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,40,1,4,128,2000,0.05,log,1.228738097653351e-05,-8.098383136167543e-05,0.0005907819495639569
146,itf_dm48_el1_sl5_pl3_co4_bs16_bfs1000_lr0.001_stlog,itf,48,1,5,3,4,16,1000,0.001,log,1.2540593712264368e-05,-8.021720012615354e-05,0.0005921932311400439
856,itf_dm48_el1_sl20_pl8_co4_bs64_bfs4000_lr0.05_stlog,itf,48,1,20,8,4,64,4000,0.05,log,1.1654802351923068e-05,-8.007703031688226e-05,0.0005928861792666477
214,itf_dm48_el1_sl5_pl8_co4_bs32_bfs200_lr0.001_stlog,itf,48,1,5,8,4,32,200,0.001,log,1.224360561235578e-05,-7.745101496627136e-05,0.0005928864011209441
261,itf_dm48_el1_sl5_pl8_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,5,8,4,32,2000,0.01,log,1.2768663361186047e-05,-7.956209557650421e-05,0.0005929590176030681
741,itf_dm48_el1_sl20_pl3_co4_bs32_bfs2000_lr0.01_stlog,itf,48,1,20,3,4,32,2000,0.01,log,1.2053606723743282e-05,-7.57431628870737e-05,0.0005944007133041923
1133,itf_dm48_el1_sl40_pl8_co4_bs128_bfs2000_lr0.01_stlog,itf,48,1,40,8,4,128,2000,0.01,log,1.2434747889620483e-05,-7.463830238829162e-05,0.0005944974856540742
129,itf_dm48_el1_sl5_pl3_co4_bs16_bfs500_lr0.01_stlog,itf,48,1,5,3,4,16,500,0.01,log,1.2333591555232322e-05,-8.031547236183418e-05,0.0005945112955577016
378,itf_dm48_el1_sl10_pl1_co4_bs64_bfs4000_lr0.001_stlog,itf,48,1,10,1,4,64,4000,0.001,log,1.3078366833722767e-05,-7.994834253297793e-05,0.0005947247438392496
1046,itf_dm48_el1_sl40_pl3_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,40,3,4,32,4000,0.001,log,1.3397763946314419e-05,-8.212440623841123e-05,0.0005947861471803435
532,itf_dm48_el1_sl10_pl8_co4_bs32_bfs1000_lr0.05_stlog,itf,48,1,10,8,4,32,1000,0.05,log,1.136516493266404e-05,-7.837387290898301e-05,0.0005960382883689331
613,itf_dm48_el1_sl20_pl1_co4_bs32_bfs500_lr0.01_stlog,itf,48,1,20,1,4,32,500,0.01,log,1.224914709778538e-05,-8.129475481009982e-05,0.0005961701501531525
273,itf_dm48_el1_sl5_pl8_co4_bs16_bfs4000_lr0.01_stlog,itf,48,1,5,8,4,16,4000,0.01,log,1.254832418526357e-05,-8.05298326835395e-05,0.0005964335677115946
748,itf_dm48_el1_sl20_pl3_co4_bs128_bfs2000_lr0.05_stlog,itf,48,1,20,3,4,128,2000,0.05,log,1.185154839063331e-05,-7.879472059222487e-05,0.0005974018594598551
409,itf_dm48_el1_sl10_pl3_co4_bs64_bfs200_lr0.01_stlog,itf,48,1,10,3,4,64,200,0.01,log,1.2754706610367732e-05,-8.195938895153368e-05,0.0005974245017344491
132,itf_dm48_el1_sl5_pl3_co4_bs32_bfs500_lr0.05_stlog,itf,48,1,5,3,4,32,500,0.05,log,1.119277423286964e-05,-8.376385115014357e-05,0.0005974803479083713
906,itf_dm48_el1_sl40_pl1_co4_bs64_bfs500_lr0.001_stlog,itf,48,1,40,1,4,64,500,0.001,log,1.3043525714714996e-05,-8.139347337754628e-05,0.0005989696200749823
758,itf_dm48_el1_sl20_pl3_co4_bs32_bfs4000_lr0.001_stlog,itf,48,1,20,3,4,32,4000,0.001,log,1.303376792692021e-05,-8.229263825150924e-05,0.0005991663739499924
721,itf_dm48_el1_sl20_pl3_co4_bs16_bfs1000_lr0.01_stlog,itf,48,1,20,3,4,16,1000,0.01,log,1.2337206382408952e-05,-8.131470241865306e-05,0.0005999780095762769
846,itf_dm48_el1_sl20_pl8_co4_bs128_bfs2000_lr0.001_stlog,itf,48,1,20,8,4,128,2000,0.001,log,1.327645649370216e-05,-7.211034972793825e-05,0.0006007399485062259
1054,itf_dm48_el1_sl40_pl3_co4_bs128_bfs4000_lr0.001_stlog,itf,48,1,40,3,4,128,4000,0.001,log,1.3785966747815689e-05,-7.963363512879891e-05,0.0006030947809516527
